id,premise,hypothesis,lang_abv,language,label
fe9b6460a5,overestim far cpi boskin commiss may institution underestim cpiguarante year stealth tax increas,chanc overestim far cpi,en,English,1
9fda0f4041,knowledgebas process enabl decis maker reason certain critic facet product develop need knowledg,knowledg base give inform need product develop,en,English,0
f833a2c68e,нещата при него въобще не са цветущи през последните две седмици след приемането на кралската заповед,кралското назначение е била много престижна титла с много отговорности,bg,Bulgarian,1
ac262894e5,um someth think ive notic friend think your go like uh law medicin particular specif field even even engin get meet lot requir public um institut,lawmedicin engin student meet lot requir public institut,en,English,0
b8588d4886,найдет им peculiar миссур те котор появля surprise небраск прост jot em down техас safely теннесс errata миссисип,серпрайз небраск прожива человек,ru,Russian,1
108ff70f50,dautr term pourr crir essai intitul pril lalphabtis peu alphabtis chos danger,pourr crir livr intitul the peril of literacy livr intitul a littl literacy is a dangerous thing,fr,French,0
e00bd52539,needal needto high visibl person profession,everyon need maintain open look public order attain trust,en,English,1
fe5bc6437c,philosophi weapon hand,go weapon find cave,en,English,1
42a303353d,relationship qualiti life instrument health state util willing pay patient asthma,relationship qualiti life instrument health state util willing pay patient asthma,en,English,0
821587885b,очевидн мног довольн своеобразн выбор американск институт киноискусств подда здрав культурн толкован,изуча культур руководству выбор американск киноинститут эт привест некотор резк противоположн интерпретац,ru,Russian,1
82d36010f0,bekannt spar laufend einkomm vermg aufzubau alt gelieh zurck zahl demnach nettowert erhh,geld spar mglichkeit vermgenswert anzuhuf frher rent geh knnen,de,German,1
64c7874ca8,sauti kama maili tatu kwa kipenyokaldera ilifikiriwa kuwa kubwa katika mlipuko wa volkano,kelele ya maili mbili ilikuwa ulipukaji wa volkeno,sw,Swahili,0
0655c8d6f8,,,zh,Chinese,1
2bae194aaf,said agenc need abl design procedur fit particular circumst eg,author recent introduc bill state agenc would requir match oper method particular situat,en,English,1
28566ba9c7,formal splendor ground testifi thcenturi desir tame natur done superl result one thank work undertaken,ground realli beauti,en,English,0
d506ad8157,groteil forschung ber quinceaeeras zeigt famili kulturhistor tradition beibehalt feier fnfzehnt geburtstag tocht mittel kulturell bindung lateinamerikan erb fortzusetz,geburtstag fast imm teu,de,German,1
f7b96311aa,next year built palac iolani still tour honolulu,lolani built year,en,English,1
59dc64ef66,khng phi mc,khng phi mc bi khng cng bng,vi,Vietnamese,1
7152bd06c7,emiss cut current emiss ton cap ton,emiss increas current emiss ton cap ton,en,English,2
41be7e7d47,เด็กซอนย่า คร่ำครวญ ในขณะที่การหวดใน แฟชั่นของ เมริดิท,sonja ร้องโหยหวนอย่างบ้าคลั่งในขณะที่กำลังโบยบินอยู่ในท่าทางปกติของ meredith,th,Thai,0
6417481c8d,,,hi,Hindi,2
50dea1ed4b,bottom line would recommend book student colleagu hope well despit antiintellectu pc,even though book flaw think good thing,en,English,0
4fd05bf7a5,bato هي كلمة قرون القديمة التي يمكن ترجمتها كرجل أو صديقي,vato هي التهجئة الأفضل,ar,Arabic,1
57f8f41098,even auditor follow standard methodolog may still serv use sourc guidanc auditor plan work gaga,gaga requir strict complianc auditor follow,en,English,1
f628d7ada6,начал войн репутац канад стран приветств приток иммигрант беженц мир подпорч введен ограничен коммунист евре гитлеровск герман,канад наибольш гостеприимств принима беженц африк,ru,Russian,1
7fe2d8a349,there one thing,there thing left,en,English,2
093398a98e,okay guess ill get back laundri,think go finish laundri,en,English,0
5b1328f21a,tsa,tsa,el,Greek,0
bf841242e9,provid mechan limit issu trialtyp hear requir allow postal servic explain unavail data would otherwis file provid data collect durat experi,provid mechan limit issu trialtyp hear requir allow postal servic explain unavail data due guard dog,en,English,1
c2ccefb937,central section tino littl interest make way hill pretti villag pyrgo fame school marbl carv,central section tino main tourist attract,en,English,2
3e6743e749,si question concern don veuill contact kathy dannel directric dvelopp ext,sil plat appel kathy dannel si voul parl contribu,fr,French,0
fbd6fa3d92,ksmnin el kaideye yardmnda temmuz tarihinden istihbarat raporlarna bakn ksmnin sorgularna bakn iki rapor,temmuz ten kalma ksmnin el kaideye yapt yardmlar ayrntlar anlatan raporlar var,tr,Turkish,0
87ae0918ec,weicker yet declar intent,weicker best intent,en,English,1
518e0476c1,seem age thousand year,look mani year younger,en,English,2
ee53c4bce5,promicrosoft analyst spin heroic sacrific remov lightn rod whose seem disingenu testimoni ostens driven doj verg demand compani breakup,promicrosoft analyst say sacrific compani risk futur,en,English,1
917020e769,juri nullif,annul juri,en,English,0
163c51d589,upriv east bloi huge dens wood park surround km mile high wall brilliant white ceteau de chambord extravag royal resid loir valley,ceteau de chambord locat wood park,en,English,0
39b5146d13,life track,long wind life track,en,English,1
88c91ffd35,sherlock holm,watson,en,English,2
0f60f3386b,also holi famili said shelter return egypt,never suggest holi famili ever spent time,en,English,2
9dd3f5e148,جب بال گر گیا تو، ہر ڈسکاؤنٹ کارڈ پر ایک بڑا نشان روشن اور منتقل کیا گیا تھا,نشان سیاہ رہا,ur,Urdu,2
3244b4a13b,rehnquist confer nononsens,confer serious,en,English,0
5d08151bf9,konservelerimizi birinde camlarmz birinde katlarmz bir bakasnda saklayabiliriz dolduunda arabaya yklemek almak ok zahmetli,hibir eyi ayrmyor hepsini bir torbaya atyoruz,tr,Turkish,2
3542f359b5,egg got hatch said,said egg must never hatch,en,English,2
b1d47769d1,clean wholesomelook woman open,pure look woman open,en,English,0
e70d752e55,,,zh,Chinese,0
033db58d9a,наш осмотр оригинальн исследован используем анализ обнаружива конечн точк здоров котор могут затронут вопрос gam сократ госпитализац баз альтернативн калькуляц,ожида медицинск результат увелич количеств пациент идущ больниц,ru,Russian,2
7fdbcd63ef,comm tout temp jtais agenouill front bois dev pens train pri jav peu hont,pos tte lautel,fr,French,1
92d0234a84,your readi fray either bustl great bazaar delhi chandni chowk mumbai bhuleshwar sedat ambienc grander shop showroom,grander showroom shop calm atmospher,en,English,0
d8c27ec534,eighti percent pager unit state knock satellit malfunct space,pager knock brief period time,en,English,1
7ad438401a,ti khng giam na tha,tha tht khng cng bng khi giam gi,vi,Vietnamese,1
b2fca84a8c,ilikuwa bayana kwamba hatungeweza kukosea hata kidogo,hatukukumbaliwa kuendeleza chochote visivyo,sw,Swahili,1
d67a47797f,nurs arent see pay,pay social secur wont cover,en,English,1
8506d4cff5,,,zh,Chinese,1
0d31272fdd,tumia mali yake kwa wale wana nafasi,mpe kila mtu bila kujali watakachofanya nayo,sw,Swahili,2
09d5680974,critic gop open week buchanan announc would seek reform presidenti nomin would bring million feder fund,buchanan decid seek presidenti nomin critic gop,en,English,0
3473f26fae,objecteur plus agress excit clou lintgral travail dun coup courtcircuitent livr vont direct ver auteur euxmm,gen rpondu lis livr,fr,French,0
ca58666bb3,alon could valuabl use,may valuabl,en,English,0
91931aa183,share gross nation save use replac depreci capit increas past year,depreci capit need replac,en,English,2
e08f3e8e17,depth cold war mani american suspect communist infiltr washington subvert democraci,communist mess american democraci cold war,en,English,1
13b25863e3,найдет им peculiar миссур те котор появля surprise небраск прост jot em down техас safely теннесс errata миссисип,сурпрайз населен пункт штат небраск сша,ru,Russian,0
5cbaebe151,si chaqu person recev cet lettr don seul,tous ceux reoivent cet lettr don argent cest arnaqu,fr,French,2
bd2fc32357,,,hi,Hindi,1
e5cd8e6249,import thing realiz way past time move,move never move,en,English,1
9f44af17de,rout pass sight two uninhabit es vedr hover like apparit horizon west espalmador popular yachtsmen whitesand beach,beach dirti sand,en,English,2
f79d669847,endtheori identifizi epoch charakterist merkmal beendet end komm wiederkehr,theori identifizi alt anhand merkmal gesicht,de,German,1
342a3b8375,see idea think tuppenc paus grasp supposit fulli jane finn want go pari mr carter smile wearili ever,mr carter grow tire,en,English,0
